qid,original_qid,task,model_choice,correct_choice,is_correct,confidence,latency_ms,prob_a,prob_b
GRID-0596_stage1,GRID-0596,Grid,B,B,True,3,284.9593162536621,0.001922607421875,0.99609375
GRID-0597_stage1,GRID-0597,Grid,B,B,True,3,284.6331596374512,0.004608154296875,0.99609375
GRID-0598_stage1,GRID-0598,Grid,A,A,True,4,284.473180770874,1.0,0.000553131103515625
GRID-0599_stage1,GRID-0599,Grid,A,A,True,3,284.5003604888916,0.99609375,0.002471923828125
GRID-0600_stage1,GRID-0600,Grid,B,B,True,3,284.55543518066406,0.00170135498046875,0.99609375
GRID-0601_stage1,GRID-0601,Grid,A,A,True,3,284.4877243041992,1.0,0.00102996826171875
GRID-0602_stage1,GRID-0602,Grid,A,A,True,3,284.79695320129395,1.0,0.00048828125
GRID-0603_stage1,GRID-0603,Grid,A,A,True,3,290.77625274658203,0.99609375,0.002471923828125
GRID-0604_stage1,GRID-0604,Grid,B,B,True,3,290.50445556640625,0.005218505859375,0.99609375
GRID-0605_stage1,GRID-0605,Grid,B,B,True,3,290.38476943969727,0.010986328125,0.98828125
GRID-0606_stage1,GRID-0606,Grid,A,A,True,4,291.25308990478516,1.0,0.00102996826171875
GRID-0607_stage1,GRID-0607,Grid,B,B,True,3,316.5316581726074,0.02587890625,0.97265625
GRID-0608_stage1,GRID-0608,Grid,A,A,True,3,294.1904067993164,1.0,0.00048828125
GRID-0609_stage1,GRID-0609,Grid,A,A,True,3,288.29479217529297,0.99609375,0.005218505859375
GRID-0610_stage1,GRID-0610,Grid,A,A,True,3,287.919282913208,0.99609375,0.004608154296875
GRID-0611_stage1,GRID-0611,Grid,A,A,True,4,288.541316986084,0.9921875,0.00860595703125
GRID-0612_stage1,GRID-0612,Grid,B,B,True,3,293.4589385986328,0.012451171875,0.98828125
GRID-0613_stage1,GRID-0613,Grid,A,A,True,3,288.7721061706543,0.98828125,0.012451171875
GRID-0614_stage1,GRID-0614,Grid,A,A,True,4,288.4647846221924,0.99609375,0.004608154296875
GRID-0615_stage1,GRID-0615,Grid,A,A,True,3,289.01195526123047,0.96484375,0.033203125
GRID-0616_stage1,GRID-0616,Grid,A,A,True,3,289.7372245788574,0.99609375,0.005218505859375
GRID-0617_stage1,GRID-0617,Grid,A,A,True,3,288.20228576660156,1.0,0.000804901123046875
GRID-0618_stage1,GRID-0618,Grid,A,A,True,3,296.47111892700195,1.0,0.0013275146484375
GRID-0619_stage1,GRID-0619,Grid,A,A,True,3,289.15858268737793,1.0,0.00150299072265625
GRID-0620_stage1,GRID-0620,Grid,B,B,True,3,291.32533073425293,0.007568359375,0.9921875
GRID-0621_stage1,GRID-0621,Grid,B,B,True,3,289.9444103240967,0.004058837890625,0.99609375
GRID-0622_stage1,GRID-0622,Grid,A,A,True,3,291.7921543121338,1.0,0.00048828125
GRID-0623_stage1,GRID-0623,Grid,A,A,True,3,290.3120517730713,0.99609375,0.00360107421875
GRID-0624_stage1,GRID-0624,Grid,A,A,True,3,289.9932861328125,1.0,0.000553131103515625
GRID-0625_stage1,GRID-0625,Grid,A,A,True,3,385.0440979003906,1.0,0.0006256103515625
GRID-0626_stage1,GRID-0626,Grid,B,B,True,3,285.0828170776367,0.004608154296875,0.99609375
GRID-0627_stage1,GRID-0627,Grid,A,A,True,3,284.12389755249023,0.99609375,0.00360107421875
GRID-0628_stage1,GRID-0628,Grid,A,A,True,3,292.50144958496094,1.0,0.000553131103515625
GRID-0629_stage1,GRID-0629,Grid,B,B,True,3,285.125732421875,0.015869140625,0.984375
GRID-0630_stage1,GRID-0630,Grid,B,B,True,3,291.2015914916992,0.007568359375,0.9921875
GRID-0631_stage1,GRID-0631,Grid,B,B,True,3,289.8685932159424,0.119140625,0.87890625
GRID-0632_stage1,GRID-0632,Grid,A,A,True,3,292.50478744506836,1.0,0.00048828125
GRID-0633_stage1,GRID-0633,Grid,A,A,True,3,365.69833755493164,1.0,0.0006256103515625
GRID-0634_stage1,GRID-0634,Grid,A,A,True,4,291.5499210357666,1.0,0.00102996826171875
GRID-0635_stage1,GRID-0635,Grid,B,B,True,3,291.0470962524414,0.012451171875,0.98828125
GRID-0636_stage1,GRID-0636,Grid,A,A,True,4,291.80264472961426,1.0,0.000911712646484375
GRID-0637_stage1,GRID-0637,Grid,B,B,True,3,290.3752326965332,0.00970458984375,0.98828125
GRID-0638_stage1,GRID-0638,Grid,A,A,True,4,300.4720211029053,0.99609375,0.004608154296875
GRID-0639_stage1,GRID-0639,Grid,B,B,True,3,291.57352447509766,0.05322265625,0.9453125
GRID-0640_stage1,GRID-0640,Grid,A,A,True,4,290.9817695617676,1.0,0.000804901123046875
GRID-0641_stage1,GRID-0641,Grid,A,A,True,3,294.3539619445801,1.0,0.00193023681640625
GRID-0642_stage1,GRID-0642,Grid,B,B,True,3,291.8686866760254,0.02294921875,0.9765625
GRID-0643_stage1,GRID-0643,Grid,A,A,True,4,371.40750885009766,0.99609375,0.00360107421875
GRID-0644_stage1,GRID-0644,Grid,B,B,True,3,284.3048572540283,0.002471923828125,0.99609375
GRID-0645_stage1,GRID-0645,Grid,B,B,True,3,284.15942192077637,0.02294921875,0.9765625
GRID-0646_stage1,GRID-0646,Grid,B,B,True,3,284.30700302124023,0.04736328125,0.953125
GRID-0647_stage1,GRID-0647,Grid,A,A,True,3,284.31034088134766,0.984375,0.0140380859375
GRID-0648_stage1,GRID-0648,Grid,B,B,True,3,286.07964515686035,0.015869140625,0.984375
GRID-0649_stage1,GRID-0649,Grid,B,B,True,3,284.1980457305908,0.000804901123046875,1.0
GRID-0650_stage1,GRID-0650,Grid,B,B,True,3,284.3344211578369,0.005218505859375,0.99609375
GRID-0651_stage1,GRID-0651,Grid,A,A,True,3,352.3430824279785,1.0,0.00116729736328125
GRID-0652_stage1,GRID-0652,Grid,B,B,True,3,284.36803817749023,0.00170135498046875,1.0
GRID-0653_stage1,GRID-0653,Grid,B,B,True,3,284.5001220703125,0.0035858154296875,0.99609375
GRID-0654_stage1,GRID-0654,Grid,B,B,True,3,284.50655937194824,0.0028076171875,0.99609375
GRID-0655_stage1,GRID-0655,Grid,B,B,True,3,284.26289558410645,0.1484375,0.8515625
GRID-0656_stage1,GRID-0656,Grid,B,B,True,3,284.49392318725586,0.0013275146484375,1.0
GRID-0657_stage1,GRID-0657,Grid,B,B,True,3,284.2895984649658,0.0028076171875,0.99609375
GRID-0658_stage1,GRID-0658,Grid,A,A,True,3,284.08122062683105,1.0,0.000911712646484375
GRID-0659_stage1,GRID-0659,Grid,B,B,True,3,359.4942092895508,0.0179443359375,0.98046875
GRID-0660_stage1,GRID-0660,Grid,A,A,True,3,284.29126739501953,1.0,0.00170135498046875
GRID-0661_stage1,GRID-0661,Grid,A,A,True,4,284.440279006958,0.99609375,0.0028076171875
GRID-0662_stage1,GRID-0662,Grid,A,A,True,4,285.1989269256592,1.0,0.00116729736328125
GRID-0663_stage1,GRID-0663,Grid,A,A,True,3,284.2874526977539,0.99609375,0.002471923828125
GRID-0664_stage1,GRID-0664,Grid,A,A,True,3,284.1448783874512,1.0,0.000804901123046875
GRID-0665_stage1,GRID-0665,Grid,B,B,True,3,283.89644622802734,0.00170135498046875,0.99609375
GRID-0666_stage1,GRID-0666,Grid,B,B,True,3,284.2276096343994,0.00592041015625,0.9921875
GRID-0667_stage1,GRID-0667,Grid,A,A,True,4,284.0700149536133,1.0,0.00150299072265625
GRID-0668_stage1,GRID-0668,Grid,A,A,True,4,284.14440155029297,1.0,0.000911712646484375
GRID-0669_stage1,GRID-0669,Grid,A,A,True,4,284.6715450286865,0.99609375,0.0021820068359375
GRID-0670_stage1,GRID-0670,Grid,B,B,True,3,284.318208694458,0.004058837890625,0.99609375
GRID-0671_stage1,GRID-0671,Grid,B,B,True,3,284.0230464935303,0.02294921875,0.9765625
GRID-0672_stage1,GRID-0672,Grid,B,B,True,3,284.2857837677002,0.002471923828125,0.99609375
GRID-0673_stage1,GRID-0673,Grid,A,A,True,3,284.2292785644531,0.9921875,0.00592041015625
GRID-0674_stage1,GRID-0674,Grid,B,B,True,3,356.6422462463379,0.0140380859375,0.984375
GRID-0675_stage1,GRID-0675,Grid,A,A,True,4,284.70468521118164,0.9921875,0.00860595703125
GRID-0676_stage1,GRID-0676,Grid,B,B,True,3,284.47842597961426,0.008544921875,0.98828125
GRID-0677_stage1,GRID-0677,Grid,B,B,True,3,284.49034690856934,0.004608154296875,0.99609375
GRID-0678_stage1,GRID-0678,Grid,B,B,True,3,284.3775749206543,0.006683349609375,0.9921875
GRID-0679_stage1,GRID-0679,Grid,B,B,True,3,284.4252586364746,0.006683349609375,0.9921875
GRID-0680_stage1,GRID-0680,Grid,A,A,True,3,284.4820022583008,0.99609375,0.00360107421875
GRID-0681_stage1,GRID-0681,Grid,A,A,True,3,286.4673137664795,1.0,0.000804901123046875
GRID-0682_stage1,GRID-0682,Grid,A,A,True,3,284.5273017883301,1.0,0.000553131103515625
GRID-0683_stage1,GRID-0683,Grid,A,A,True,3,284.14201736450195,1.0,0.00150299072265625
GRID-0684_stage1,GRID-0684,Grid,A,A,True,3,284.4383716583252,1.0,0.0003795623779296875
GRID-0685_stage1,GRID-0685,Grid,B,B,True,3,284.5892906188965,0.0035858154296875,0.99609375
GRID-0686_stage1,GRID-0686,Grid,A,A,True,3,284.51061248779297,1.0,0.0006256103515625
GRID-0687_stage1,GRID-0687,Grid,A,A,True,3,361.98997497558594,1.0,0.0013275146484375
GRID-0688_stage1,GRID-0688,Grid,A,A,True,3,296.82230949401855,1.0,0.000335693359375
GRID-0689_stage1,GRID-0689,Grid,A,A,True,4,297.9772090911865,1.0,0.000431060791015625
GRID-0690_stage1,GRID-0690,Grid,A,A,True,4,348.62303733825684,1.0,0.000804901123046875
GRID-0691_stage1,GRID-0691,Grid,A,A,True,4,284.7485542297363,1.0,0.00102996826171875
GRID-0692_stage1,GRID-0692,Grid,B,B,True,3,287.86587715148926,0.000911712646484375,1.0
GRID-0693_stage1,GRID-0693,Grid,B,B,True,3,285.2773666381836,0.005218505859375,0.99609375
GRID-0694_stage1,GRID-0694,Grid,A,A,True,4,294.15416717529297,1.0,0.0013275146484375
GRID-0695_stage1,GRID-0695,Grid,B,B,True,3,297.6644039154053,0.1474609375,0.8515625
GRID-0696_stage1,GRID-0696,Grid,A,A,True,4,312.0584487915039,1.0,0.00048828125
GRID-0697_stage1,GRID-0697,Grid,A,A,True,4,288.99574279785156,1.0,0.00048828125
GRID-0698_stage1,GRID-0698,Grid,B,B,True,3,288.55347633361816,0.0140380859375,0.984375
GRID-0699_stage1,GRID-0699,Grid,B,B,True,3,305.1033020019531,0.005218505859375,0.99609375
GRID-0700_stage1,GRID-0700,Grid,A,A,True,4,359.652042388916,1.0,0.00070953369140625
GRID-0701_stage1,GRID-0701,Grid,B,B,True,3,290.38190841674805,0.004058837890625,0.99609375
GRID-0702_stage1,GRID-0702,Grid,A,A,True,4,290.87185859680176,1.0,0.000911712646484375
GRID-0703_stage1,GRID-0703,Grid,B,B,True,3,291.8107509613037,0.0179443359375,0.98046875
GRID-0704_stage1,GRID-0704,Grid,B,B,True,3,304.05640602111816,0.0021820068359375,0.99609375
GRID-0705_stage1,GRID-0705,Grid,B,B,True,3,357.77997970581055,0.000431060791015625,1.0
GRID-0706_stage1,GRID-0706,Grid,A,A,True,4,297.959566116333,1.0,0.0006256103515625
GRID-0707_stage1,GRID-0707,Grid,B,B,True,3,295.9427833557129,0.001922607421875,0.99609375
GRID-0708_stage1,GRID-0708,Grid,A,A,True,3,307.9028129577637,1.0,0.000804901123046875
GRID-0709_stage1,GRID-0709,Grid,B,B,True,3,381.84237480163574,0.00150299072265625,1.0
GRID-0710_stage1,GRID-0710,Grid,A,A,True,4,291.4392948150635,1.0,0.000553131103515625
GRID-0711_stage1,GRID-0711,Grid,A,A,True,3,305.4642677307129,0.99609375,0.005218505859375
GRID-0712_stage1,GRID-0712,Grid,A,A,True,3,285.8543395996094,1.0,0.00070953369140625
GRID-0713_stage1,GRID-0713,Grid,A,A,True,3,310.75119972229004,1.0,0.000804901123046875
GRID-0714_stage1,GRID-0714,Grid,B,B,True,3,291.05067253112793,0.00116729736328125,1.0
GRID-0715_stage1,GRID-0715,Grid,A,A,True,3,299.4828224182129,1.0,0.000804901123046875
GRID-0716_stage1,GRID-0716,Grid,A,A,True,3,290.0562286376953,1.0,0.000431060791015625
GRID-0717_stage1,GRID-0717,Grid,A,A,True,3,292.10972785949707,1.0,0.0003795623779296875
GRID-0718_stage1,GRID-0718,Grid,A,A,True,3,291.0473346710205,1.0,0.000553131103515625
GRID-0719_stage1,GRID-0719,Grid,A,A,True,3,290.5416488647461,0.99609375,0.003173828125
GRID-0720_stage1,GRID-0720,Grid,A,A,True,3,358.7350845336914,1.0,0.000804901123046875
GRID-0721_stage1,GRID-0721,Grid,B,B,True,3,304.3181896209717,0.0006256103515625,1.0
GRID-0722_stage1,GRID-0722,Grid,A,A,True,3,307.68418312072754,1.0,0.00070953369140625
GRID-0723_stage1,GRID-0723,Grid,A,A,True,3,295.20702362060547,1.0,0.00070953369140625
GRID-0724_stage1,GRID-0724,Grid,B,B,True,3,301.2418746948242,0.0013275146484375,1.0
GRID-0725_stage1,GRID-0725,Grid,B,B,True,3,294.9237823486328,0.008544921875,0.9921875
GRID-0726_stage1,GRID-0726,Grid,A,A,True,4,294.9557304382324,1.0,0.0006256103515625
GRID-0727_stage1,GRID-0727,Grid,A,A,True,3,295.701265335083,1.0,0.000804901123046875
GRID-0728_stage1,GRID-0728,Grid,A,A,True,3,294.05903816223145,1.0,0.00048828125
GRID-0729_stage1,GRID-0729,Grid,A,A,True,4,294.04306411743164,1.0,0.00020313262939453125
GRID-0730_stage1,GRID-0730,Grid,A,A,True,3,296.6194152832031,1.0,0.000804901123046875
GRID-0731_stage1,GRID-0731,Grid,A,A,True,3,293.09606552124023,1.0,0.00102996826171875
GRID-0732_stage1,GRID-0732,Grid,B,B,True,3,293.9574718475342,0.00102996826171875,1.0
GRID-0733_stage1,GRID-0733,Grid,A,A,True,3,295.40181159973145,1.0,0.0002307891845703125
GRID-0734_stage1,GRID-0734,Grid,B,B,True,3,295.44544219970703,0.00070953369140625,1.0
GRID-0735_stage1,GRID-0735,Grid,A,A,True,3,360.00585556030273,1.0,0.00193023681640625
GRID-0736_stage1,GRID-0736,Grid,A,A,True,4,321.5787410736084,1.0,0.00012302398681640625
GRID-0737_stage1,GRID-0737,Grid,B,B,True,3,313.24052810668945,0.00102996826171875,1.0
GRID-0738_stage1,GRID-0738,Grid,B,B,True,3,306.25033378601074,0.005218505859375,0.99609375
GRID-0739_stage1,GRID-0739,Grid,A,A,True,4,302.1848201751709,0.99609375,0.003173828125
GRID-0740_stage1,GRID-0740,Grid,A,A,True,3,298.40612411499023,1.0,0.00070953369140625
GRID-0741_stage1,GRID-0741,Grid,B,B,True,3,293.21885108947754,0.008544921875,0.9921875
GRID-0742_stage1,GRID-0742,Grid,B,B,True,3,296.21267318725586,0.008544921875,0.9921875
GRID-0743_stage1,GRID-0743,Grid,A,A,True,4,296.22673988342285,0.98828125,0.00970458984375
GRID-0744_stage1,GRID-0744,Grid,A,A,True,4,296.86641693115234,0.99609375,0.004058837890625
GRID-0745_stage1,GRID-0745,Grid,B,B,True,4,305.4471015930176,0.000335693359375,1.0
GRID-0746_stage1,GRID-0746,Grid,A,A,True,3,315.78660011291504,1.0,0.000431060791015625
GRID-0747_stage1,GRID-0747,Grid,B,B,True,3,300.2288341522217,0.006683349609375,0.9921875
GRID-0748_stage1,GRID-0748,Grid,A,A,True,3,334.98406410217285,1.0,0.0003795623779296875
GRID-0749_stage1,GRID-0749,Grid,B,B,True,3,321.92182540893555,0.00102996826171875,1.0
GRID-0750_stage1,GRID-0750,Grid,A,A,True,3,307.1024417877197,1.0,0.000553131103515625
GRID-0751_stage1,GRID-0751,Grid,B,B,True,3,290.7588481903076,0.0419921875,0.95703125
GRID-0752_stage1,GRID-0752,Grid,A,A,True,3,289.9806499481201,1.0,0.0006256103515625
GRID-0753_stage1,GRID-0753,Grid,A,A,True,4,290.85731506347656,1.0,0.000335693359375
GRID-0754_stage1,GRID-0754,Grid,B,B,True,3,292.2835350036621,0.0002613067626953125,1.0
GRID-0755_stage1,GRID-0755,Grid,B,B,True,3,290.3568744659424,0.005218505859375,0.9921875
GRID-0756_stage1,GRID-0756,Grid,A,A,True,3,290.6332015991211,1.0,0.00070953369140625
GRID-0757_stage1,GRID-0757,Grid,A,A,True,4,314.35298919677734,1.0,0.00102996826171875
GRID-0758_stage1,GRID-0758,Grid,A,A,True,4,315.48357009887695,1.0,0.0006256103515625
GRID-0759_stage1,GRID-0759,Grid,B.,B,False,3,339.4441604614258,0.029296875,0.96875
GRID-0760_stage1,GRID-0760,Grid,A,A,True,4,321.2764263153076,1.0,0.0002307891845703125
GRID-0761_stage1,GRID-0761,Grid,A,A,True,4,298.4292507171631,1.0,0.0002956390380859375
GRID-0762_stage1,GRID-0762,Grid,A,A,True,4,293.57004165649414,1.0,0.0003795623779296875
GRID-0763_stage1,GRID-0763,Grid,A,A,True,4,293.14136505126953,1.0,0.000804901123046875
GRID-0764_stage1,GRID-0764,Grid,A,A,True,4,295.88794708251953,1.0,0.000553131103515625
GRID-0765_stage1,GRID-0765,Grid,A,A,True,4,293.1337356567383,1.0,0.0002956390380859375
GRID-0766_stage1,GRID-0766,Grid,B,B,True,3,299.7422218322754,0.00170135498046875,0.99609375
GRID-0767_stage1,GRID-0767,Grid,B,B,True,3,293.1785583496094,0.010986328125,0.98828125
GRID-0768_stage1,GRID-0768,Grid,A,A,True,4,291.3515567779541,1.0,0.00020313262939453125
GRID-0769_stage1,GRID-0769,Grid,A,A,True,3,299.12543296813965,1.0,0.00193023681640625
GRID-0770_stage1,GRID-0770,Grid,A,A,True,3,296.0519790649414,1.0,0.00193023681640625
GRID-0771_stage1,GRID-0771,Grid,A,A,True,4,310.08315086364746,1.0,0.000553131103515625
GRID-0772_stage1,GRID-0772,Grid,A,A,True,4,295.46427726745605,1.0,0.00070953369140625
GRID-0773_stage1,GRID-0773,Grid,A,A,True,4,364.46309089660645,1.0,0.00116729736328125
GRID-0774_stage1,GRID-0774,Grid,A,A,True,4,296.88215255737305,1.0,0.00150299072265625
GRID-0775_stage1,GRID-0775,Grid,B,B,True,3,291.66674613952637,0.000553131103515625,1.0
GRID-0776_stage1,GRID-0776,Grid,B,B,True,3,291.11671447753906,0.0003795623779296875,1.0
GRID-0777_stage1,GRID-0777,Grid,A,A,True,3,289.9017333984375,1.0,0.0002956390380859375
GRID-0778_stage1,GRID-0778,Grid,B,B,True,3,358.823299407959,0.0002613067626953125,1.0
GRID-0779_stage1,GRID-0779,Grid,A,A,True,3,292.2050952911377,1.0,0.00116729736328125
GRID-0780_stage1,GRID-0780,Grid,B,B,True,3,289.9737358093262,0.0003795623779296875,1.0
GRID-0781_stage1,GRID-0781,Grid,B,B,True,3,290.04502296447754,0.000911712646484375,1.0
GRID-0782_stage1,GRID-0782,Grid,A,A,True,3,291.07141494750977,1.0,0.000553131103515625
GRID-0783_stage1,GRID-0783,Grid,A,A,True,3,291.37253761291504,0.99609375,0.003173828125
GRID-0784_stage1,GRID-0784,Grid,B,B,True,4,297.4262237548828,0.0002307891845703125,1.0
GRID-0785_stage1,GRID-0785,Grid,A,A,True,4,290.9822463989258,1.0,0.00014019012451171875
GRID-0786_stage1,GRID-0786,Grid,A,A,True,4,301.39756202697754,1.0,0.0003795623779296875
GRID-0787_stage1,GRID-0787,Grid,B,B,True,3,291.2135124206543,0.0035858154296875,0.99609375
GRID-0788_stage1,GRID-0788,Grid,B,B,True,3,291.77379608154297,0.00048828125,1.0
GRID-0789_stage1,GRID-0789,Grid,A,A,True,4,290.5313968658447,1.0,0.000553131103515625
GRID-0790_stage1,GRID-0790,Grid,A,A,True,4,352.0686626434326,1.0,0.00048828125
GRID-0791_stage1,GRID-0791,Grid,B,B,True,3,291.81885719299316,0.007568359375,0.9921875
GRID-0792_stage1,GRID-0792,Grid,A,A,True,3,291.17417335510254,1.0,0.000335693359375
GRID-0793_stage1,GRID-0793,Grid,A,A,True,4,290.6382083892822,1.0,0.00012302398681640625
GRID-0794_stage1,GRID-0794,Grid,B,B,True,3,292.2194004058838,0.000335693359375,1.0
GRID-0795_stage1,GRID-0795,Grid,B,B,True,3,414.81852531433105,0.000553131103515625,1.0
GRID-0796_stage1,GRID-0796,Grid,B,B,True,3,292.1271324157715,0.00116729736328125,1.0
GRID-0797_stage1,GRID-0797,Grid,A,A,True,5,290.4641628265381,1.0,0.000335693359375
GRID-0798_stage1,GRID-0798,Grid,B,B,True,3,291.87893867492676,0.000804901123046875,1.0
GRID-0799_stage1,GRID-0799,Grid,A,A,True,5,289.4139289855957,1.0,0.0006256103515625
GRID-0800_stage1,GRID-0800,Grid,A,A,True,3,291.75400733947754,1.0,0.00048828125
GRID-0801_stage1,GRID-0801,Grid,B,B,True,3,291.9125556945801,0.000431060791015625,1.0
GRID-0802_stage1,GRID-0802,Grid,B,B,True,3,292.0835018157959,0.000431060791015625,1.0
GRID-0803_stage1,GRID-0803,Grid,A,A,True,4,291.32771492004395,1.0,0.0006256103515625
GRID-0804_stage1,GRID-0804,Grid,B,B,True,3,342.4837589263916,0.00020313262939453125,1.0
GRID-0805_stage1,GRID-0805,Grid,B,B,True,3,290.73333740234375,0.0002956390380859375,1.0
GRID-0806_stage1,GRID-0806,Grid,B,B,True,3,291.8438911437988,0.000179290771484375,1.0
GRID-0807_stage1,GRID-0807,Grid,A,A,True,4,290.8618450164795,1.0,0.00170135498046875
GRID-0808_stage1,GRID-0808,Grid,B,B,True,3,292.18196868896484,0.000804901123046875,1.0
GRID-0809_stage1,GRID-0809,Grid,A,A,True,3,291.17608070373535,1.0,0.0002613067626953125
GRID-0810_stage1,GRID-0810,Grid,B,B,True,3,291.06616973876953,0.0002307891845703125,1.0
GRID-0811_stage1,GRID-0811,Grid,A,A,True,3,291.7590141296387,1.0,0.000431060791015625
GRID-0812_stage1,GRID-0812,Grid,B,B,True,4,291.5167808532715,0.000179290771484375,1.0
GRID-0813_stage1,GRID-0813,Grid,A,A,True,3,299.5343208312988,1.0,0.00048828125
GRID-0814_stage1,GRID-0814,Grid,A,A,True,3,293.64728927612305,1.0,0.0002956390380859375
GRID-0815_stage1,GRID-0815,Grid,B,B,True,3,381.1514377593994,0.012451171875,0.98828125
GRID-0816_stage1,GRID-0816,Grid,A,A,True,3,295.5939769744873,1.0,0.0006256103515625
GRID-0817_stage1,GRID-0817,Grid,B,B,True,3,290.8179759979248,0.0002613067626953125,1.0
GRID-0818_stage1,GRID-0818,Grid,B,B,True,3,295.23253440856934,0.000335693359375,1.0
GRID-0819_stage1,GRID-0819,Grid,B,B,True,3,291.5079593658447,0.0006256103515625,1.0
GRID-0820_stage1,GRID-0820,Grid,B,B,True,3,295.0398921966553,7.486343383789062e-05,1.0
GRID-0821_stage1,GRID-0821,Grid,B,B,True,3,291.3377285003662,0.0002613067626953125,1.0
GRID-0822_stage1,GRID-0822,Grid,A,A,True,4,318.6793327331543,1.0,0.0003795623779296875
GRID-0823_stage1,GRID-0823,Grid,A,A,True,3,364.621639251709,1.0,0.000911712646484375
GRID-0824_stage1,GRID-0824,Grid,A,A,True,4,291.0757064819336,1.0,0.00020313262939453125
GRID-0825_stage1,GRID-0825,Grid,A,A,True,4,294.76284980773926,1.0,0.0001087188720703125
GRID-0826_stage1,GRID-0826,Grid,A,A,True,4,342.03481674194336,1.0,0.0001087188720703125
GRID-0827_stage1,GRID-0827,Grid,A,A,True,5,294.04735565185547,1.0,0.000335693359375
GRID-0828_stage1,GRID-0828,Grid,B,B,True,3,309.79323387145996,0.000179290771484375,1.0
GRID-0829_stage1,GRID-0829,Grid,B,B,True,3,355.72195053100586,0.000553131103515625,1.0
GRID-0830_stage1,GRID-0830,Grid,A,A,True,4,289.9174690246582,1.0,0.00020313262939453125
GRID-0831_stage1,GRID-0831,Grid,B,B,True,3,284.98339653015137,0.00070953369140625,1.0
GRID-0832_stage1,GRID-0832,Grid,B,B,True,3,284.2700481414795,8.487701416015625e-05,1.0
GRID-0833_stage1,GRID-0833,Grid,A,A,True,3,366.8534755706787,1.0,0.00048828125
GRID-0834_stage1,GRID-0834,Grid,A,A,True,4,290.3742790222168,1.0,0.0002307891845703125
GRID-0835_stage1,GRID-0835,Grid,A,A,True,4,368.0291175842285,1.0,0.0002613067626953125
GRID-0836_stage1,GRID-0836,Grid,A,A,True,3,291.74208641052246,1.0,0.0001583099365234375
GRID-0837_stage1,GRID-0837,Grid,A,A,True,4,293.5600280761719,1.0,0.0002307891845703125
GRID-0838_stage1,GRID-0838,Grid,B,B,True,3,292.13500022888184,5.14984130859375e-05,1.0
GRID-0839_stage1,GRID-0839,Grid,B,B,True,3,304.7804832458496,0.0006256103515625,1.0
GRID-0840_stage1,GRID-0840,Grid,B,B,True,3,294.90041732788086,0.0001087188720703125,1.0
GRID-0841_stage1,GRID-0841,Grid,A,A,True,3,297.49059677124023,1.0,0.00020313262939453125
GRID-0842_stage1,GRID-0842,Grid,B,B,True,4,293.6246395111084,0.0001087188720703125,1.0
GRID-0843_stage1,GRID-0843,Grid,A,A,True,3,291.76783561706543,1.0,0.0013275146484375
GRID-0844_stage1,GRID-0844,Grid,A,A,True,3,290.3103828430176,1.0,0.000179290771484375
GRID-0845_stage1,GRID-0845,Grid,B,B,True,3,291.6083335876465,0.00014019012451171875,1.0
GRID-0846_stage1,GRID-0846,Grid,A,A,True,3,287.6420021057129,1.0,0.00020313262939453125
GRID-0847_stage1,GRID-0847,Grid,A,A,True,3,284.85918045043945,0.9921875,0.006683349609375
GRID-0848_stage1,GRID-0848,Grid,A,A,True,3,285.22205352783203,1.0,0.00014019012451171875
GRID-0849_stage1,GRID-0849,Grid,B,B,True,3,297.3823547363281,0.0001087188720703125,1.0
GRID-0850_stage1,GRID-0850,Grid,B,B,True,3,286.2882614135742,0.00020313262939453125,1.0
GRID-0851_stage1,GRID-0851,Grid,B,B,True,3,294.04306411743164,0.00048828125,1.0
GRID-0852_stage1,GRID-0852,Grid,A,A,True,4,341.7363166809082,1.0,0.00014019012451171875
GRID-0853_stage1,GRID-0853,Grid,B,B,True,3,285.16507148742676,0.0002613067626953125,1.0
GRID-0854_stage1,GRID-0854,Grid,A,A,True,5,285.95566749572754,1.0,0.00014019012451171875
GRID-0855_stage1,GRID-0855,Grid,A,A,True,3,301.98049545288086,1.0,0.00150299072265625
GRID-0856_stage1,GRID-0856,Grid,B,B,True,3,300.6868362426758,0.0001087188720703125,1.0
GRID-0857_stage1,GRID-0857,Grid,B,B,True,3,299.0729808807373,6.628036499023438e-05,1.0
GRID-0858_stage1,GRID-0858,Grid,B,B,True,3,304.5220375061035,9.632110595703125e-05,1.0
GRID-0859_stage1,GRID-0859,Grid,A,A,True,3,289.00909423828125,1.0,0.0002613067626953125
GRID-0860_stage1,GRID-0860,Grid,A,A,True,5,299.82542991638184,1.0,5.14984130859375e-05
GRID-0861_stage1,GRID-0861,Grid,B,B,True,3,297.03402519226074,5.14984130859375e-05,1.0
GRID-0862_stage1,GRID-0862,Grid,B,B,True,3,290.1911735534668,5.817413330078125e-05,1.0
GRID-0863_stage1,GRID-0863,Grid,B,B,True,3,296.4823246002197,0.00070953369140625,1.0
GRID-0864_stage1,GRID-0864,Grid,A,A,True,3,303.73597145080566,1.0,8.487701416015625e-05
GRID-0865_stage1,GRID-0865,Grid,B,B,True,3,304.92138862609863,0.0002307891845703125,1.0
GRID-0866_stage1,GRID-0866,Grid,A,A,True,4,293.1790351867676,1.0,0.0002956390380859375
GRID-0867_stage1,GRID-0867,Grid,B,B,True,3,291.2149429321289,0.00020313262939453125,1.0
